,Date,Dead,Description,Injured,Location,Total,dt,Suspects Dead,Suspects Injured,Year,Month,Day,City,State,loc,loc_name,loc_coords,lat,long,wrapped_descr,Location_
139,"June 14, 2003",1,"Ennis shooting: A man opened fire on a group of people outside of a bar, and then engaged in a high speed chase and shootout with law enforcement, he killed one and injured 10 including himself.[122]",10,"Madison County, Montana",11,2003-06-14,0,1,2003,6,14,Madison County, Montana,"Madison County, Montana, USA","Madison County, Montana, USA","(45.2963203, -111.8930287)",45.2963203,-111.8930287,"Ennis shooting: A
man opened fire on a
group of people
outside of a bar,
and then engaged in
a high speed chase
and shootout with
law enforcement, he
killed one and
injured 10 including
himself.[122]","Madison County, Montana"
140,"April 14, 2003",1,John McDonogh High School shooting: Two perpetrators opened fire in the school gymnasium and killed one student and wounded three others.[123],3,"New Orleans, Louisiana",4,2003-04-14,0,0,2003,4,14,New Orleans, Louisiana,"New Orleans, Orleans Parish, Louisiana, USA","New Orleans, Orleans Parish, Louisiana, USA","(29.9499323, -90.0701156)",29.9499323,-90.0701156,"John McDonogh High
School shooting: Two
perpetrators opened
fire in the school
gymnasium and killed
one student and
wounded three
others.[123]","New Orleans, Louisiana"
141,"February 16 - October 23, 2002",17,DC Sniper Attacks: Over ten months the two perpetrators killed seventeen people and injured ten others in robberies and sniper attacks in the Baltimore-Washington Metropolitan area and along Interstate I-95.,10,"Maryland, Virginia, Washington DC, and Arizona",27,2002-02-16,0,0,2002,2,16,Maryland, and Arizona,"Maryland Knoll, Mohave County, Arizona, USA","Maryland Knoll, Mohave County, Arizona, USA","(36.6508168, -113.1977205)",36.6508168,-113.1977205,"DC Sniper Attacks:
Over ten months the
two perpetrators
killed seventeen
people and injured
ten others in
robberies and sniper
attacks in the
Baltimore-Washington
Metropolitan area
and along Interstate
I-95.","Maryland, and Arizona"
142,"July 4, 2002",3,"Los Angeles International Airport shooting: The gunman opened fire at a line of passengers at a ticket counter, he killed two and injured five before being killed by a security officer.[124]",5,"Los Angeles, California",8,2002-07-04,1,9,2002,7,4,Los Angeles, California,"LA, Los Angeles County, California, United States of America","LA, Los Angeles County, California, United States of America","(34.0536909, -118.2427666)",34.0536909,-118.2427666,"Los Angeles
International
Airport shooting:
The gunman opened
fire at a line of
passengers at a
ticket counter, he
killed two and
injured five before
being killed by a
security
officer.[124]","Los Angeles, California"
143,"January 16, 2002",3,"Appalachian School of Law shooting: A former student opened fire after a meeting with a professor in the offices of the dean of students and a professor, killing them and a student and injured three other students before he was subdued by a Marine veteran.[125]",3,"Grundy, Virginia",6,2002-01-16,0,0,2002,1,16,Grundy, Virginia,"Grundy, Buchanan County, Virginia, 24614, USA","Grundy, Buchanan County, Virginia, 24614, USA","(37.2778886, -82.0990223)",37.2778886,-82.0990223,"Appalachian School
of Law shooting: A
former student
opened fire after a
meeting with a
professor in the
offices of the dean
of students and a
professor, killing
them and a student
and injured three
other students
before he was
subdued by a Marine
veteran.[125]","Grundy, Virginia"
144,"March 5, 2001",2,"Santana High School shooting: A 15-year-old student entered a boys bathroom and shot another student then left and began to fire widely, another student was killed and thirteen were injured.[126]",13,"Santee, California",15,2001-03-05,0,0,2001,3,5,Santee, California,"Santee, San Diego County, California, USA","Santee, San Diego County, California, USA","(32.8383828, -116.9739167)",32.8383828,-116.9739167,"Santana High School
shooting: A 15-year-
old student entered
a boys bathroom and
shot another student
then left and began
to fire widely,
another student was
killed and thirteen
were injured.[126]","Santee, California"
145,"January 10, 2001",3,"Nevada County shooting: The perpetrator opened fire with a semi-automatic pistol in two separate areas and killed three people and injured two others, before he returned home and confessed to the incidents via telephone to his brother, a Sacramento County Sheriff's Deputy.[127]",2,"Nevada County, California",5,2001-01-10,0,0,2001,1,10,Nevada County, California,"Nevada County, California, United States of America","Nevada County, California, United States of America","(39.3540335, -120.8089843)",39.3540335,-120.8089843,"Nevada County
shooting: The
perpetrator opened
fire with a semi-
automatic pistol in
two separate areas
and killed three
people and injured
two others, before
he returned home and
confessed to the
incidents via
telephone to his
brother, a
Sacramento County
Sheriff's
Deputy.[127]","Nevada County, California"
146,"December 26, 2000",7,"Wakefield massacre: Michael McDermott, an application support employee, shot and killed seven co-workers.",0,"Wakefield, Massachusetts",7,2000-12-26,0,0,2000,12,26,Wakefield, Massachusetts,"Wakefield, Middlesex County, Massachusetts, USA","Wakefield, Middlesex County, Massachusetts, USA","(42.506484, -71.0728306)",42.506484,-71.0728306,"Wakefield massacre:
Michael McDermott,
an application
support employee,
shot and killed
seven co-workers.","Wakefield, Massachusetts"
147,"May 24, 2000",5,Wendy's Massacre: Two robbers locked seven employees in the restaurant freezer and shot and killed five and wounded two during a robbery.[128],2,"New York City, New York",7,2000-05-24,0,0,2000,5,24,New York City, New York,"NYC, New York, United States of America","NYC, New York, United States of America","(40.7127281, -74.0060152)",40.7127281,-74.0060152,"Wendy's Massacre:
Two robbers locked
seven employees in
the restaurant
freezer and shot and
killed five and
wounded two during a
robbery.[128]","New York City, New York"
148,"April 28, 2000",5,"Richard Baumhammers killing spree: A man went on a killing spree and murdered a Jewish woman before setting her house on fire and firing upon a synagogue vandalizing it with swastikas, killed an Indian man who would die from his injuries at a grocery store, shot up another synagogue, killed two at a Chinese restaurant, and an African-American exercising with his White American friend.[129]",0,"Scott Township, Robinson Township, Center Township and Pittsburgh (Carnegie), Pennsylvania",5,2000-04-28,0,0,2000,4,28,Scott Township, Pennsylvania,"Scott Township, Allegheny County, Pennsylvania, USA","Scott Township, Allegheny County, Pennsylvania, USA","(40.3916562, -80.0757903)",40.3916562,-80.0757903,"Richard Baumhammers
killing spree: A man
went on a killing
spree and murdered a
Jewish woman before
setting her house on
fire and firing upon
a synagogue
vandalizing it with
swastikas, killed an
Indian man who would
die from his
injuries at a
grocery store, shot
up another
synagogue, killed
two at a Chinese
restaurant, and an
African-American
exercising with his
White American
friend.[129]","Scott Township, Pennsylvania"
149,"November 2, 1999",7,"Xerox Murders (1999): A service technician opened fire inside a Xerox building and killed seven people while an eighth escaped, he then held thirty-five school children inside the Hawaii Nature Center before surrendering to police.",0,"Honolulu, Hawaii",7,1999-11-02,0,0,1999,11,2,Honolulu, Hawaii,"Honolulu, Honolulu County, Hawaii, United States of America (Middle Hawai'ian Islands territorial waters)","Honolulu, Honolulu County, Hawaii, United States of America (Middle Hawai'ian Islands territorial waters)","(21.304547, -157.8556764)",21.304547,-157.8556764,"Xerox Murders
(1999): A service
technician opened
fire inside a Xerox
building and killed
seven people while
an eighth escaped,
he then held thirty-
five school children
inside the Hawaii
Nature Center before
surrendering to
police.","Honolulu, Hawaii"
150,"September 15, 1999",8,"Wedgwood Baptist Church shooting: During a concert in the church for teenagers, the perpetrator entered and shot and killed seven attendees and wounded seven others before committing suicide.",7,"Fort Worth, Texas",15,1999-09-15,1,0,1999,9,15,Fort Worth, Texas,"Fort Worth, Tarrant County, Texas, USA","Fort Worth, Tarrant County, Texas, USA","(32.753177, -97.3327459)",32.753177,-97.3327459,"Wedgwood Baptist
Church shooting:
During a concert in
the church for
teenagers, the
perpetrator entered
and shot and killed
seven attendees and
wounded seven others
before committing
suicide.","Fort Worth, Texas"
151,"August 10, 1999",1,"Los Angeles Jewish Community Center shooting: Affiliated with the Aryan Nations, the perpetrator killed one and wounded five when entering a Jewish community center.",5,"Los Angeles, California (Granada Hills and Chatsworth)",6,1999-08-10,0,0,1999,8,10,Los Angeles, California (Granada Hills and Chatsworth),"Chatsworth Street, Granada Hills, LA, Los Angeles County, California, 91324-2036, USA","Chatsworth Street, Granada Hills, LA, Los Angeles County, California, 91324-2036, USA","(34.2645275, -118.5281351)",34.2645275,-118.5281351,"Los Angeles Jewish
Community Center
shooting: Affiliated
with the Aryan
Nations, the
perpetrator killed
one and wounded five
when entering a
Jewish community
center.","Los Angeles, California (Granada Hills and Chatsworth)"
152,"July 27–29, 1999",13,"Day-trading firms shooting: The perpetrator shot and killed his wife and two children, two days before entering two separate Buckhead firms inwhich he shot fellow traders, killing twelve and wounding thirteen before committing suicide.",13,"Stockbridge, Georgia and Atlanta, Georgia",26,1999-07-27,1,0,1999,7,27,Stockbridge, Georgia,"Stockbridge Police Station, East Atlanta Road, Duval, Stockbridge, Henry County, Georgia, 30281, USA","Stockbridge Police Station, East Atlanta Road, Duval, Stockbridge, Henry County, Georgia, 30281, USA","(33.5448067, -84.2313792)",33.5448067,-84.2313792,"Day-trading firms
shooting: The
perpetrator shot and
killed his wife and
two children, two
days before entering
two separate
Buckhead firms
inwhich he shot
fellow traders,
killing twelve and
wounding thirteen
before committing
suicide.","Stockbridge, Georgia"
153,"July 2-4, 1999",3,"Benjamin Nathaniel Smith shooting spree: Part of the Creativity Movement, the perpetrator killed former Northwestern University basketball coach Ricky Byrdsong and a Korean American Indiana University graduate student Won-Joon Yoon as well as wounding a black minister and nine Orthodox Jews before killing himself.",10,"Chicago, Illinois (West Rogers Park), Urbana, Springfield, Decatur, and Bloomington, Indiana",13,1999-07-02,0,0,1999,7,2,Chicago, Indiana,"Indiana, East 40th Street, Grand Boulevard, Chicago, Cook County, Illinois, 60653, USA","Indiana, East 40th Street, Grand Boulevard, Chicago, Cook County, Illinois, 60653, USA","(41.8217983, -87.621299)",41.8217983,-87.621299,"Benjamin Nathaniel
Smith shooting
spree: Part of the
Creativity Movement,
the perpetrator
killed former
Northwestern
University
basketball coach
Ricky Byrdsong and a
Korean American
Indiana University
graduate student
Won-Joon Yoon as
well as wounding a
black minister and
nine Orthodox Jews
before killing
himself.","Chicago, Indiana"
154,"May 20, 1999",0,"Heritage High School shooting: A 15-year-old student opened fire and wounded six students before attempting suicide, he was stopped by an assistant principle.",6,"Conyers, Georgia",6,1999-05-20,0,0,1999,5,20,Conyers, Georgia,"Conyers, Rockdale County, Georgia, 30013-2028, USA","Conyers, Rockdale County, Georgia, 30013-2028, USA","(33.6676103, -84.0176904)",33.6676103,-84.0176904,"Heritage High School
shooting: A 15-year-
old student opened
fire and wounded six
students before
attempting suicide,
he was stopped by an
assistant principle.","Conyers, Georgia"
155,"April 20, 1999",15,Columbine High School massacre: Two students from the school shot and killed twelve classmates and a teacher before committing suicide.,24,"Columbine, Colorado",39,1999-04-20,1,0,1999,4,20,Columbine, Colorado,"Columbine, South Newland Street, Columbine, Jefferson County, Colorado, 80128, USA","Columbine, South Newland Street, Columbine, Jefferson County, Colorado, 80128, USA","(39.5841965, -105.069556101593)",39.5841965,-105.069556101593,"Columbine High
School massacre: Two
students from the
school shot and
killed twelve
classmates and a
teacher before
committing suicide.","Columbine, Colorado"
156,"May 21, 1998",4,Thurston High School shooting: An expelled student targeted his parents and the school and killed four people and injured twenty-five others before being arrested.,25,"Springfield, Oregon",29,1998-05-21,0,0,1998,5,21,Springfield, Oregon,"Springfield, Lane County, Oregon, USA","Springfield, Lane County, Oregon, USA","(44.0462362, -123.0220289)",44.0462362,-123.0220289,"Thurston High School
shooting: An
expelled student
targeted his parents
and the school and
killed four people
and injured twenty-
five others before
being arrested.","Springfield, Oregon"
157,"April 24, 1998",1,"Parker Middle School dance shooting: A 14-year-old student opened fire and fatally shot a teacher and injured another and two students during an 8th grade dance, before being arrested.[130]",4,"Edinboro, Pennsylvania",5,1998-04-24,0,0,1998,4,24,Edinboro, Pennsylvania,"Edinboro, Erie County, Pennsylvania, USA","Edinboro, Erie County, Pennsylvania, USA","(41.8742225, -80.1317236)",41.8742225,-80.1317236,"Parker Middle School
dance shooting: A
14-year-old student
opened fire and
fatally shot a
teacher and injured
another and two
students during an
8th grade dance,
before being
arrested.[130]","Edinboro, Pennsylvania"
158,"March 24, 1998",5,"Westside Middle School shooting: Two students aged 11 and 13, shot and killed four students and a teacher and injured ten others before being arrested.",10,"Criaghead County, Arkansas",15,1998-03-24,0,0,1998,3,24,Criaghead County, Arkansas,,"Craighead County, Arkansas","(35.840278, -90.7075)",35.840278,-90.7075,"Westside Middle
School shooting: Two
students aged 11 and
13, shot and killed
four students and a
teacher and injured
ten others before
being arrested.","Criaghead County, Arkansas"
159,"December 1, 1997",3,"Heath High School shooting: A 14-year-old student opened fire on a group of students praying before the school opened, killing three and injuring five before surrendering.[131]",5,"West Paducah, Kentucky",8,1997-12-01,0,0,1997,12,1,West Paducah, Kentucky,"West Paducah, McCracken County, Kentucky, 42086, USA","West Paducah, McCracken County, Kentucky, 42086, USA","(37.0831102, -88.7442202)",37.0831102,-88.7442202,"Heath High School
shooting: A 14-year-
old student opened
fire on a group of
students praying
before the school
opened, killing
three and injuring
five before
surrendering.[131]","West Paducah, Kentucky"
160,"October 1, 1997",3,"Pearl High School shooting: The perpetrator shot and killed his mother, then drove to the high school and shot and killed two students and injured seven before being arrested.",7,"Pearl, Mississippi",10,1997-10-01,0,0,1997,10,1,Pearl, Mississippi,"Pearl, Rankin County, Mississippi, 39208, USA","Pearl, Rankin County, Mississippi, 39208, USA","(32.2745912, -90.1320311)",32.2745912,-90.1320311,"Pearl High School
shooting: The
perpetrator shot and
killed his mother,
then drove to the
high school and shot
and killed two
students and injured
seven before being
arrested.","Pearl, Mississippi"
161,"February 19, 1997",2,"Bethel Regional High School shooting: A student shot and killed two people and wounded two others before surrendering to police. He was reportedly assisted by several students in learning how to shoot, and many knew about the shooting plans in advance.",2,"Bethel, Alaska",4,1997-02-19,0,0,1997,2,19,Bethel, Alaska,"Bethel, Alaska, 99559, USA","Bethel, Alaska, 99559, USA","(60.7922222, -161.7558333)",60.7922222,-161.7558333,"Bethel Regional High
School shooting: A
student shot and
killed two people
and wounded two
others before
surrendering to
police. He was
reportedly assisted
by several students
in learning how to
shoot, and many knew
about the shooting
plans in advance.","Bethel, Alaska"
162,"February 2, 1996",3,Frontier Middle School shooting: A student shot and killed a teacher and two students and wounded another before being arrested.[132],1,"Moses Lake, Washington",4,1996-02-02,0,0,1996,2,2,Moses Lake, Washington,"Moses Lake, Grant County, Washington, 98837, USA","Moses Lake, Grant County, Washington, 98837, USA","(47.1301417, -119.2780771)",47.1301417,-119.2780771,"Frontier Middle
School shooting: A
student shot and
killed a teacher and
two students and
wounded another
before being
arrested.[132]","Moses Lake, Washington"
163,"November 7, 1994",1,Wickliffe Middle School shooting: A 37-year-old former student entered the building and shot and killed the custodian and wounded three other adults before he was arrested.[133],3,"Wickliffe, Ohio",4,1994-11-07,0,0,1994,11,7,Wickliffe, Ohio,"Wickliffe, Lake County, Ohio, 44092, USA","Wickliffe, Lake County, Ohio, 44092, USA","(41.605327, -81.453449)",41.605327,-81.453449,"Wickliffe Middle
School shooting: A
37-year-old former
student entered the
building and shot
and killed the
custodian and
wounded three other
adults before he was
arrested.[133]","Wickliffe, Ohio"
164,"June 20, 1994",5,Fairchild Air Force Base shooting: A former airman who had been discharged returned to the base hospital and killed four people and injured twenty-two people before being shot and killed by responding police.,22,"Fairchild Air Force Base, Washington",27,1994-06-20,1,0,1994,6,20,Fairchild Air Force Base, Washington,"Fairchild Air Force Base, Spokane County, Washington, USA","Fairchild Air Force Base, Spokane County, Washington, USA","(47.6162458, -117.646998864067)",47.6162458,-117.646998864067,"Fairchild Air Force
Base shooting: A
former airman who
had been discharged
returned to the base
hospital and killed
four people and
injured twenty-two
people before being
shot and killed by
responding police.","Fairchild Air Force Base, Washington"
165,"December 14, 1993",4,"Aurora, Colorado, Chuck E. Cheese shooting: The perpetrator shot and killed four employees and injured one in revenge for being fired from the restaurant.",1,"Aurora, Colorado",5,1993-12-14,0,0,1993,12,14,Aurora, Colorado,"Aurora, Arapahoe County, Colorado, USA","Aurora, Arapahoe County, Colorado, USA","(39.729432, -104.8319196)",39.729432,-104.8319196,"Aurora, Colorado,
Chuck E. Cheese
shooting: The
perpetrator shot and
killed four
employees and
injured one in
revenge for being
fired from the
restaurant.","Aurora, Colorado"
166,"December 7, 1993",6,Long Island Rail Road shooting: A passenger opened fire on other passengers and killed six and wounded nineteen before being subdued by three passengers and arrested.,19,"Long Island, New York",25,1993-12-07,0,0,1993,12,7,Long Island, New York,"Long Island, Ronkonkoma, Suffolk County, New York, USA","Long Island, Ronkonkoma, Suffolk County, New York, USA","(40.85172235, -73.0992188219997)",40.85172235,-73.0992188219997,"Long Island Rail
Road shooting: A
passenger opened
fire on other
passengers and
killed six and
wounded nineteen
before being subdued
by three passengers
and arrested.","Long Island, New York"
167,"July 1, 1993",9,101 California Street shooting: The perpetrator opened fire in an office building killed eight people and wounded six others before committing suicide.,6,"San Francisco, California",15,1993-07-01,1,0,1993,7,1,San Francisco, California,"SF, California, USA","SF, California, USA","(37.7792808, -122.4192363)",37.7792808,-122.4192363,"101 California
Street shooting: The
perpetrator opened
fire in an office
building killed
eight people and
wounded six others
before committing
suicide.","San Francisco, California"
168,"January 25, 1993",2,CIA Headquarters shooting: A Pakistani national fired an AK-47 style weapon at a line of cars waiting at red light to turn into the main entrance of the CIA Headquarters. He was captured in 1997.[134],3,"Langley, Virginia",5,1993-01-25,0,0,1993,1,25,Langley, Virginia,"Langley, Fairfax County, Virginia, VA 22101, USA","Langley, Fairfax County, Virginia, VA 22101, USA","(38.9464996, -77.1588685)",38.9464996,-77.1588685,"CIA Headquarters
shooting: A
Pakistani national
fired an AK-47 style
weapon at a line of
cars waiting at red
light to turn into
the main entrance of
the CIA
Headquarters. He was
captured in
1997.[134]","Langley, Virginia"
169,"January 8, 1993",7,Brown's Chicken Massacre: Two robbers entered a Brown's Chicken restaurant and murdered seven employees. The two were arrested and convicted in 2007 and 2009.[135],0,"Palatine, Illinois",7,1993-01-08,0,0,1993,1,8,Palatine, Illinois,"Palatine, Cook County, Illinois, USA","Palatine, Cook County, Illinois, USA","(42.1105779, -88.0336888)",42.1105779,-88.0336888,"Brown's Chicken
Massacre: Two
robbers entered a
Brown's Chicken
restaurant and
murdered seven
employees. The two
were arrested and
convicted in 2007
and 2009.[135]","Palatine, Illinois"
170,"December 14, 1992",2,"Bard College shooting: The perpetrator had been stockpiling ammunition and weapons in his dorm, and after several alarms had been raised by third parties, he opened fire and killed a professor and student and wounded four others.[136]",4,"Great Barrington, Massachusetts",6,1992-12-14,0,0,1992,12,14,Great Barrington, Massachusetts,"Great Barrington, Berkshire, Massachusetts, USA","Great Barrington, Berkshire, Massachusetts, USA","(42.1937297, -73.3633631)",42.1937297,-73.3633631,"Bard College
shooting: The
perpetrator had been
stockpiling
ammunition and
weapons in his dorm,
and after several
alarms had been
raised by third
parties, he opened
fire and killed a
professor and
student and wounded
four others.[136]","Great Barrington, Massachusetts"
171,"May 1, 1992",4,"Lindhurst High School Shooting and Hostage Situation (1992): A 20-year old past student opened fire on a classroom and killed four people, wounded ten others, and held eighty people hostage during an eight-hour siege before he surrendered.",10,"Olivehurst, California",14,1992-05-01,0,0,1992,5,1,Olivehurst, California,"Olivehurst, Yuba County, California, 95961, USA","Olivehurst, Yuba County, California, 95961, USA","(39.0954484, -121.5521858)",39.0954484,-121.5521858,"Lindhurst High
School Shooting and
Hostage Situation
(1992): A 20-year
old past student
opened fire on a
classroom and killed
four people, wounded
ten others, and held
eighty people
hostage during an
eight-hour siege
before he
surrendered.","Olivehurst, California"
172,"November 1, 1991",6,University of Iowa shooting: A former graduate student attended a meeting for a research group before opening fire and killied five individuals and injured one before committing suicide.,1,"Iowa City, Iowa",7,1991-11-01,1,0,1991,11,1,Iowa City, Iowa,"Iowa City, Johnson County, Iowa, USA","Iowa City, Johnson County, Iowa, USA","(41.6612561, -91.5299106)",41.6612561,-91.5299106,"University of Iowa
shooting: A former
graduate student
attended a meeting
for a research group
before opening fire
and killied five
individuals and
injured one before
committing suicide.","Iowa City, Iowa"
173,"October 16, 1991",24,"Killeen, Texas, Luby's Restaurant shooting: A former Merchant Marine drove his vehicle through the front window of the restaurant before opening fire on a crowd of about eighty people, killing twenty-three and injuring twenty-seven before committing suicide.",27,"Kileen, Texas",51,1991-10-16,1,0,1991,10,16,Kileen, Texas,"Kileen Drive, Puckett, Amarillo, Randall County, Texas, 79120, USA","Kileen Drive, Puckett, Amarillo, Randall County, Texas, 79120, USA","(35.1708068, -101.9137545)",35.1708068,-101.9137545,"Killeen, Texas,
Luby's Restaurant
shooting: A former
Merchant Marine
drove his vehicle
through the front
window of the
restaurant before
opening fire on a
crowd of about
eighty people,
killing twenty-three
and injuring twenty-
seven before
committing suicide.","Kileen, Texas"
174,"April 4, 1991",6,"Sacramento Hostage Crisis: For eight hours forty-one people were held hostage inside an electronics store, by four Vietnamese refugees who killed three and injured 14. Three of the four perpetrators were shot and killed by responding police.[137]",14,"Sacramento County, California",20,1991-04-04,10,11,1991,4,4,Sacramento County, California,"Sacramento County, California, USA","Sacramento County, California, USA","(38.4732259, -121.2980707)",38.4732259,-121.2980707,"Sacramento Hostage
Crisis: For eight
hours forty-one
people were held
hostage inside an
electronics store,
by four Vietnamese
refugees who killed
three and injured
14. Three of the
four perpetrators
were shot and killed
by responding
police.[137]","Sacramento County, California"
175,"August 9, 1990",9,"Arizona Buddhist Temple shooting: Nine men were robbed and killed in a Buddhist temple, with the perpetrator remaining un-convicted until 2014.[138]",0,"Waddell, Arizona",9,1990-08-09,0,0,1990,8,9,Waddell, Arizona,"Waddell, Maricopa County, Arizona, 85388, USA","Waddell, Maricopa County, Arizona, 85388, USA","(33.6114269, -112.4271084)",33.6114269,-112.4271084,"Arizona Buddhist
Temple shooting:
Nine men were robbed
and killed in a
Buddhist temple,
with the perpetrator
remaining un-
convicted until
2014.[138]","Waddell, Arizona"
176,"July 17–18, 1990",12,"GMAC Office shooting: A convicted felon returned to the loan office he had used to purchase a car and opened fire, killing eleven people and injuring six before committing suicide.",6,"Jacksonville, Florida",18,1990-07-17,1,0,1990,7,17,Jacksonville, Florida,"Jacksonville, Duval County, Florida, USA","Jacksonville, Duval County, Florida, USA","(30.3321838, -81.655651)",30.3321838,-81.655651,"GMAC Office
shooting: A
convicted felon
returned to the loan
office he had used
to purchase a car
and opened fire,
killing eleven
people and injuring
six before
committing suicide.","Jacksonville, Florida"
177,"February 10, 1990",4,Las Cruces bowling alley massacre: Two unknown perpetrators entered the bowling alley and killed four people and injured three before fleeing. The case is still unsolved.,3,"Las Cruces, New Mexico",7,1990-02-10,0,0,1990,2,10,Las Cruces, New Mexico,"Las Cruces, Doña Ana County, New Mexico, USA","Las Cruces, Doña Ana County, New Mexico, USA","(32.3140354, -106.7798078)",32.3140354,-106.7798078,"Las Cruces bowling
alley massacre: Two
unknown perpetrators
entered the bowling
alley and killed
four people and
injured three before
fleeing. The case is
still unsolved.","Las Cruces, New Mexico"
178,"September 14, 1989",9,"Standard Gravure shooting (1989): A 47-year-old pressman killed eight people and injured twelve at his former workplace, Standard Gravure, before committing suicide",12,"Louisville, Kentucky",21,1989-09-14,1,0,1989,9,14,Louisville, Kentucky,"Louisville, Jefferson County, Kentucky, USA","Louisville, Jefferson County, Kentucky, USA","(38.2542376, -85.759407)",38.2542376,-85.759407,"Standard Gravure
shooting (1989): A
47-year-old pressman
killed eight people
and injured twelve
at his former
workplace, Standard
Gravure, before
committing suicide","Louisville, Kentucky"
179,"January 17, 1989",6,Cleveland Elementary School shooting: A drifter used an semi-automatic rife to kill five children and wound thirty-two other students and teachers on the school playground before committing suicide.,32,"Stockton, California",38,1989-01-17,1,0,1989,1,17,Stockton, California,"Stockton, San Joaquin County, California, USA","Stockton, San Joaquin County, California, USA","(37.9577016, -121.2907796)",37.9577016,-121.2907796,"Cleveland Elementary
School shooting: A
drifter used an
semi-automatic rife
to kill five
children and wound
thirty-two other
students and
teachers on the
school playground
before committing
suicide.","Stockton, California"
180,"September 26, 1988",2,"Oakland Elementary School shooting: The perpetrator shot and killed two eight-year old students and wounded nine others (seven students, a teacher, and a gym coach) in the school's cafeteria and a classroom before being arrested. He was sentenced to death.",9,"Greenwood, South Carolina",11,1988-09-26,0,0,1988,9,26,Greenwood, South Carolina,"Greenwood, Greenwood County, South Carolina, USA","Greenwood, Greenwood County, South Carolina, USA","(34.1954001, -82.1617883)",34.1954001,-82.1617883,"Oakland Elementary
School shooting: The
perpetrator shot and
killed two eight-
year old students
and wounded nine
others (seven
students, a teacher,
and a gym coach) in
the school's
cafeteria and a
classroom before
being arrested. He
was sentenced to
death.","Greenwood, South Carolina"
181,"July 17, 1988",4,"Old Salisbury Road shooting: The perpetrator shot nine passers-by from the center line on the road, killing four and injuring five before being arrested.",6,"Winston-Salem, North Carolina",10,1988-07-17,0,1,1988,7,17,Winston-Salem, North Carolina,"Winston-Salem, Forsyth County, North Carolina, USA","Winston-Salem, Forsyth County, North Carolina, USA","(36.0998131, -80.2440518)",36.0998131,-80.2440518,"Old Salisbury Road
shooting: The
perpetrator shot
nine passers-by from
the center line on
the road, killing
four and injuring
five before being
arrested.","Winston-Salem, North Carolina"
182,"May 20, 1988",2,Attacks by Laurie Dann: The perpetrator entered the Hubbard Woods Elementary School and killed one student and wounded five others before entering a home and holding the inhabitants hostage before committing suicide.,6,"Winnetka, Illinois",8,1988-05-20,1,0,1988,5,20,Winnetka, Illinois,"Winnetka, Cook County, Illinois, 60043, USA","Winnetka, Cook County, Illinois, 60043, USA","(42.1080703, -87.7365286)",42.1080703,-87.7365286,"Attacks by Laurie
Dann: The
perpetrator entered
the Hubbard Woods
Elementary School
and killed one
student and wounded
five others before
entering a home and
holding the
inhabitants hostage
before committing
suicide.","Winnetka, Illinois"
183,"February 16, 1988",7,"ESL shooting: After stalking his coworker, the perpetrator entered the ESL building with several weapons and shot at employees and bystanders, killing seven people and wounding four before surrendering to police and SWAT officers.[139]",4,"Sunnyvale, California",11,1988-02-16,0,0,1988,2,16,Sunnyvale, California,"Sunnyvale, Santa Clara County, California, USA","Sunnyvale, Santa Clara County, California, USA","(37.3688301, -122.0363496)",37.3688301,-122.0363496,"ESL shooting: After
stalking his
coworker, the
perpetrator entered
the ESL building
with several weapons
and shot at
employees and
bystanders, killing
seven people and
wounding four before
surrendering to
police and SWAT
officers.[139]","Sunnyvale, California"
184,"December 22–28, 1987",16,"Murders by Ronald Gene Simons: The perpetrator murdered sixteen friends and family—eight by gunfire, seven by strangulation, and one by drowning—and wounded four others before being arrested.[140]",4,"Dover, Arkansas and Russelville, Arkansas",20,1987-12-22,0,0,1987,12,22,Dover, Arkansas,"Dover, Pope County, Arkansas, 72837, USA","Dover, Pope County, Arkansas, 72837, USA","(35.4014712, -93.1143407)",35.4014712,-93.1143407,"Murders by Ronald
Gene Simons: The
perpetrator murdered
sixteen friends and
family—eight by
gunfire, seven by
strangulation, and
one by drowning—and
wounded four others
before being
arrested.[140]","Dover, Arkansas"
185,"December 7, 1987",43,Pacific Southwest Airlines Flight 1771 (1987) The perpetrator David Burke entered the cockpit of Pacific Southwest Airlines Flight 1771 and killed the pilot and co-pilot and shooting three other people before crashing the plane and killing all forty-three passengers and crew on board.,0,"Cayucos, California",43,1987-12-07,1,0,1987,12,7,Cayucos, California,"Cayucos, San Luis Obispo County, California, 93430, USA","Cayucos, San Luis Obispo County, California, 93430, USA","(35.4427512, -120.8921254)",35.4427512,-120.8921254,"Pacific Southwest
Airlines Flight 1771
(1987) The
perpetrator David
Burke entered the
cockpit of Pacific
Southwest Airlines
Flight 1771 and
killed the pilot and
co-pilot and
shooting three other
people before
crashing the plane
and killing all
forty-three
passengers and crew
on board.","Cayucos, California"
186,"August 20, 1986",15,Edmond post office shooting: A part-time employee entered to begin his day before locking the doors and killing fourteen coworkers and injuring six others before committing suicide.,6,"Edmond, Oklahoma",21,1986-08-20,1,0,1986,8,20,Edmond, Oklahoma,"Edmond, Oklahoma County, Oklahoma, USA","Edmond, Oklahoma County, Oklahoma, USA","(35.6571367, -97.4649038)",35.6571367,-97.4649038,"Edmond post office
shooting: A part-
time employee
entered to begin his
day before locking
the doors and
killing fourteen
coworkers and
injuring six others
before committing
suicide.","Edmond, Oklahoma"
